voyageurs,chambres,lits,salles_de_bain,prix_total,nb_nuits,note,nb_avis,latitude,longitude,Cuisine,Wifi,Eau chaude,Équipements de cuisine de base,Draps,Vaisselle et couverts,Télévision,Cintres,Fer à repasser,Lave-linge,localisation_detail,type_logement_clean,prix_par_nuit,prix_par_voyageur
2.0,1.0,1.0,1.0,278.0,5,5.0,9.0,33.56792068874002,-7.642088600881302,1,1,1,1,1,1,1,1,1,1,El Maarif,Appartement,55.6,139.0
2.0,1.0,1.0,1.0,353.0,5,4.92,12.0,33.59478,-7.63616,1,1,1,0,0,0,1,0,0,1,Casablanca,Appartement,70.6,176.5
6.0,2.0,5.0,1.0,386.0,5,4.93,117.0,33.6047,-7.6334,1,1,0,0,0,0,1,0,0,1,Casablanca,Appartement en résidence,77.2,64.33333333333333
3.0,1.0,1.0,1.0,402.0,5,4.75,32.0,33.5993,-7.6412,1,1,0,1,1,1,1,1,1,1,ANFA,Appartement,80.4,134.0
5.0,2.0,2.0,2.0,599.0,5,4.86,21.0,33.58685492247075,-7.638727903434165,1,1,1,1,1,1,1,1,1,1,El Maarif,Appartement,119.8,119.8
4.0,1.0,3.0,1.0,327.0,5,4.95,38.0,33.59719965536345,-7.615567781912216,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,65.4,81.75
2.0,1.0,1.0,1.0,290.0,5,5.0,20.0,33.5794,-7.6446,1,1,1,1,1,1,1,1,1,1,El Maarif,Appartement,58.0,145.0
4.0,1.0,1.0,1.0,216.0,5,4.92,53.0,33.60056552825738,-7.636025613379532,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,43.2,54.0
6.0,2.0,2.0,3.0,382.0,5,4.9,10.0,33.5655,-7.6422,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,76.4,63.666666666666664
3.0,1.0,1.0,1.0,255.0,5,5.0,8.0,33.5966,-7.6363,1,1,1,1,1,1,0,1,1,1,Casablanca,Appartement,51.0,85.0
3.0,1.0,1.0,1.0,311.0,5,4.87,30.0,33.58792878686561,-7.632140400851931,1,1,1,1,1,1,1,1,1,1,El Maarif,Appartement,62.2,103.66666666666667
3.0,1.0,1.0,1.0,230.0,5,5.0,22.0,33.57926,-7.64893,1,1,1,1,1,1,1,1,1,1,El Maarif,Appartement,46.0,76.66666666666667
3.0,1.0,1.0,1.0,246.0,5,5.0,30.0,33.5664,-7.6235,1,1,1,1,1,1,0,1,1,1,El Maarif,Appartement,49.2,82.0
3.0,1.0,1.0,1.0,367.0,5,4.91,129.0,33.59747,-7.66468,1,1,1,1,1,1,1,1,1,1,ANFA,Appartement,73.4,122.33333333333333
3.0,1.0,1.0,1.0,278.0,5,4.91,27.0,33.57392,-7.58892,1,1,0,0,0,0,1,0,0,1,Casablanca,Appartement en résidence,55.6,92.66666666666667
3.0,1.0,1.0,1.0,372.0,5,4.91,27.0,33.5872,-7.6338,1,1,1,0,1,1,1,1,1,1,El Maarif,Appartement,74.4,124.0
2.0,1.0,1.0,1.0,252.0,5,4.95,42.0,33.5946,-7.6335,1,1,1,1,0,1,1,1,1,1,Casablanca,Appartement,50.4,126.0
3.0,1.0,1.0,1.0,283.0,5,4.98,126.0,33.5964,-7.6458,1,1,1,1,1,1,1,1,1,1,ANFA,Appartement,56.6,94.33333333333333
2.0,1.0,1.0,1.0,260.0,5,4.9,42.0,33.5934,-7.6492,1,1,1,1,1,1,1,1,1,1,ANFA,Appartement en résidence,52.0,130.0
2.0,1.0,1.0,1.0,280.0,5,5.0,12.0,33.5922,-7.6005,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,56.0,140.0
6.0,3.0,3.0,1.0,538.0,5,4.76,21.0,33.5982,-7.6653,1,1,1,0,1,1,1,1,1,1,ANFA,Appartement,107.6,89.66666666666667
3.0,1.0,1.0,1.0,335.0,5,5.0,20.0,33.59149,-7.64553,1,1,0,0,0,0,1,0,0,1,ANFA,Appartement,67.0,111.66666666666667
2.0,1.0,1.0,1.0,236.0,5,4.93,139.0,33.5949,-7.6333,1,1,1,1,1,1,0,1,1,1,Casablanca,Appartement,47.2,118.0
6.0,2.0,3.0,1.0,305.0,5,5.0,9.0,33.56405406313734,-7.631539786161327,1,0,0,0,0,0,1,0,0,0,El Maarif,Appartement,61.0,50.833333333333336
2.0,1.0,1.0,1.0,267.0,5,4.91,27.0,33.58553197872387,-7.634916056319963,1,1,1,0,1,0,1,0,0,1,Casablanca,Appartement,53.4,133.5
2.0,1.0,1.0,1.0,230.0,5,4.75,4.0,33.5731,-7.6375,1,1,1,1,0,1,1,1,1,1,Casablanca,Appartement,46.0,115.0
4.0,1.0,1.0,1.0,328.0,5,4.74,209.0,33.58988,-7.64022,1,1,1,1,1,1,0,1,1,1,El Maarif,Appartement,65.6,82.0
3.0,1.0,1.0,1.0,271.0,5,5.0,28.0,33.5928,-7.6013,1,1,1,1,1,1,1,1,1,1,Belvedere,Appartement en résidence,54.2,90.33333333333333
2.0,1.0,2.0,1.0,279.0,5,4.98,46.0,33.5897,-7.606,0,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,55.8,139.5
2.0,1.0,1.0,1.0,264.0,5,4.92,200.0,33.5947,-7.6334,1,0,1,1,1,1,0,1,1,1,Casablanca,Appartement en résidence,52.8,132.0
2.0,1.0,1.0,1.0,255.0,5,4.89,19.0,33.5899,-7.6345,1,1,1,1,1,1,1,1,1,1,El Maarif,Appartement,51.0,127.5
2.0,1.0,1.0,1.0,292.0,5,4.91,27.0,33.60037153605384,-7.569692427867921,1,1,1,1,1,1,1,1,0,1,Casablanca,Appartement,58.4,146.0
3.0,1.0,1.0,1.0,360.0,5,4.88,32.0,33.5993,-7.6412,1,1,0,1,1,1,1,1,1,1,ANFA,Appartement,72.0,120.0
4.0,1.0,2.0,1.0,316.0,5,5.0,6.0,33.5945986897535,-7.632877632394515,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,63.2,79.0
2.0,1.0,1.0,1.0,243.0,5,5.0,7.0,33.5745,-7.6452,1,1,1,1,1,0,1,1,1,1,El Maarif,Appartement,48.6,121.5
4.0,1.0,1.0,1.0,264.0,5,4.97,65.0,33.597247813207,-7.593632358945834,1,1,1,1,1,1,1,1,1,1,Belvedere,Appartement,52.8,66.0
6.0,3.0,3.0,1.0,551.0,5,4.95,19.0,33.5904,-7.6408,1,1,1,1,1,1,1,1,1,1,ANFA,Appartement,110.2,91.83333333333333
2.0,1.0,1.0,1.0,320.0,5,4.86,37.0,33.59502,-7.60962,1,1,1,0,1,1,1,1,1,1,Casablanca,Appartement,64.0,160.0
2.0,1.0,4.0,1.0,182.0,5,5.0,5.0,33.58254,-7.63196,1,1,1,0,0,1,1,0,0,0,Casablanca,Appartement,36.4,91.0
2.0,1.0,1.0,1.0,270.0,5,4.91,27.0,33.5862,-7.6357,1,1,1,0,1,0,1,0,0,1,Casablanca,Appartement,54.0,135.0
2.0,1.0,1.0,1.0,266.0,5,4.92,12.0,33.57457806940298,-7.646586449936052,1,1,1,0,1,1,1,1,1,1,Casablanca,Appartement,53.2,133.0
6.0,3.0,3.0,1.0,538.0,5,4.92,26.0,33.5983,-7.666,1,1,1,1,1,1,1,1,1,1,ANFA,Appartement,107.6,89.66666666666667
2.0,1.0,1.0,2.0,455.0,5,4.92,64.0,33.5799,-7.6297,1,1,0,0,0,0,1,0,1,1,El Maarif,Appartement,91.0,227.5
2.0,1.0,1.0,1.0,214.0,5,4.5,12.0,33.5908,-7.6345,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,42.8,107.0
3.0,1.0,1.0,1.0,349.0,5,4.33,15.0,33.5993,-7.6412,1,1,0,1,1,1,1,1,1,1,ANFA,Appartement,69.8,116.33333333333333
3.0,1.0,1.0,1.0,289.0,5,4.91,27.0,33.5942,-7.6331,1,1,1,1,0,1,1,0,0,1,Casablanca,Appartement,57.8,96.33333333333333
2.0,1.0,1.0,1.0,244.0,5,4.74,113.0,33.59334,-7.64441,1,1,1,1,1,1,1,1,1,0,ANFA,Appartement,48.8,122.0
2.0,1.0,1.0,1.0,273.0,5,5.0,6.0,33.5958,-7.6452,1,1,1,0,1,0,1,0,0,1,Casablanca,Appartement,54.6,136.5
3.0,1.0,1.0,1.0,262.0,5,4.9,52.0,33.5568,-7.6245,1,1,1,1,1,1,1,1,1,1,El Maarif,Appartement,52.4,87.33333333333333
2.0,1.0,1.0,1.0,269.0,5,4.87,15.0,33.59090954067037,-7.629739282589262,1,1,0,1,1,1,1,1,1,1,Casablanca,Appartement,53.8,134.5
4.0,1.0,2.0,1.0,252.0,5,4.83,306.0,33.5937,-7.59899,1,1,1,1,1,1,0,1,1,1,Belvedere,Appartement en résidence,50.4,63.0
5.0,2.0,1.0,1.0,452.0,5,4.97,61.0,33.60933077995951,-7.627683622554711,1,1,1,0,1,1,1,1,1,1,Casablanca,Appartement,90.4,90.4
3.0,1.0,3.0,1.0,220.0,5,4.91,35.0,33.5988,-7.5761,1,1,1,1,1,1,1,1,0,1,Aïn Sebaâ,Appartement,44.0,73.33333333333333
6.0,3.0,3.0,1.0,381.0,5,5.0,14.0,33.5556,-7.6401,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,76.2,63.5
3.0,1.0,1.0,1.0,255.0,5,5.0,5.0,33.5708,-7.6266,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,51.0,85.0
4.0,1.0,1.0,1.0,377.0,5,4.94,33.0,33.5641,-7.6631,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,75.4,94.25
6.0,3.0,3.0,1.0,623.0,5,4.86,14.0,33.5917,-7.6443,1,1,1,1,1,1,1,1,1,1,ANFA,Appartement,124.6,103.83333333333333
4.0,1.0,1.0,1.0,262.0,5,4.96,52.0,33.5721,-7.6381,1,1,1,1,1,1,0,1,1,1,El Maarif,Appartement,52.4,65.5
6.0,3.0,3.0,1.0,283.0,5,4.88,103.0,33.54947,-7.64056,1,1,1,1,1,1,0,1,1,1,Aïn Chock,Appartement en résidence,56.6,47.166666666666664
2.0,1.0,1.0,1.0,286.0,5,4.86,7.0,33.56743204312494,-7.619387368764226,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,57.2,143.0
3.0,1.0,1.0,1.0,305.0,5,5.0,26.0,33.5946,-7.6336,1,1,1,0,0,0,1,1,0,1,Casablanca,Appartement,61.0,101.66666666666667
3.0,1.0,1.0,1.0,234.0,5,4.86,7.0,33.563,-7.62989,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,46.8,78.0
2.0,1.0,1.0,1.0,284.0,5,5.0,5.0,33.553,-7.6415,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,56.8,142.0
4.0,1.0,2.0,2.0,690.0,5,4.98,56.0,33.59763045817607,-7.615079031710659,1,1,1,1,1,1,1,1,0,1,Casablanca,Appartement,138.0,172.5
3.0,1.0,3.0,1.0,273.0,5,4.89,37.0,33.5897,-7.6071,1,0,1,1,1,1,1,1,1,1,Casablanca,Appartement,54.6,91.0
4.0,2.0,3.0,1.0,282.0,5,5.0,23.0,33.5847,-7.6024,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,56.4,70.5
6.0,3.0,3.0,1.0,780.0,5,4.9,20.0,33.5712,-7.6528,1,1,1,1,1,1,1,1,0,0,Casablanca,Appartement,156.0,130.0
3.0,1.0,2.0,1.0,268.0,5,4.92,61.0,33.59,-7.6075,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,53.6,89.33333333333333
3.0,1.0,1.0,1.0,221.0,5,4.87,55.0,33.5648,-7.5955,1,1,1,1,0,0,1,1,0,0,Al-Fida,Appartement,44.2,73.66666666666667
3.0,1.0,1.0,1.0,268.0,5,4.86,36.0,33.5991,-7.646,1,1,0,0,0,0,1,0,0,1,ANFA,Appartement,53.6,89.33333333333333
2.0,1.0,1.0,1.0,347.0,5,4.78,54.0,33.5953,-7.5871,1,1,1,1,1,1,1,1,1,1,Belvedere,Appartement,69.4,173.5
6.0,3.0,3.0,1.0,269.0,5,4.82,39.0,33.5929,-7.6064,1,1,1,1,0,1,1,0,1,1,Casablanca,Appartement,53.8,44.833333333333336
3.0,1.0,1.0,1.0,248.0,5,4.98,51.0,33.5833,-7.6346,1,1,1,1,1,1,1,1,1,1,El Maarif,Appartement,49.6,82.66666666666667
2.0,1.0,1.0,1.0,220.0,5,4.8,45.0,33.5995,-7.6484,1,1,1,1,1,1,0,0,1,1,ANFA,Appartement,44.0,110.0
3.0,1.0,1.0,1.0,286.0,5,4.97,29.0,33.6024,-7.647,1,1,1,1,1,1,1,1,0,1,ANFA,Appartement,57.2,95.33333333333333
4.0,2.0,2.0,1.0,453.0,5,5.0,11.0,33.57433211548735,-7.626289809811888,1,1,0,0,0,0,1,0,0,1,Casablanca,Appartement,90.6,113.25
4.0,1.0,1.0,1.0,344.0,5,4.91,27.0,33.5731,-7.5898,0,1,1,0,0,0,1,0,0,1,Casablanca,Appartement,68.8,86.0
2.0,1.0,1.0,1.0,262.0,5,4.91,27.0,33.6504,-7.4709,1,1,1,1,1,1,1,1,1,1,Zenata,Appartement,52.4,131.0
4.0,1.0,1.0,1.0,251.0,5,4.65,175.0,33.6036,-7.6356,1,1,1,1,1,1,0,1,1,1,Casablanca,Appartement,50.2,62.75
3.0,1.0,1.0,1.0,330.0,5,4.91,27.0,33.58626,-7.58463,1,1,1,0,0,0,1,0,0,1,Casablanca,Appartement,66.0,110.0
2.0,1.0,1.0,1.0,422.0,5,4.91,27.0,33.5724454514257,-7.590535628676328,1,1,0,0,0,1,1,0,0,1,Casablanca,Appartement,84.4,211.0
3.0,1.0,1.0,2.0,255.0,5,4.91,27.0,33.5739,-7.6101,1,1,0,0,0,0,1,0,0,1,Casablanca,Appartement,51.0,85.0
2.0,1.0,1.0,1.0,439.0,5,5.0,3.0,33.58733043324714,-7.679238543731539,1,1,1,0,1,1,1,1,0,1,Casablanca,Appartement,87.8,219.5
6.0,3.0,3.0,1.0,333.0,5,5.0,7.0,33.59465303428492,-7.606723133353407,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,66.6,55.5
3.0,1.0,1.0,1.0,293.0,5,4.94,90.0,33.56561231223817,-7.594609394522241,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,58.6,97.66666666666667
3.0,1.0,1.0,1.0,360.0,5,5.0,27.0,33.5615,-7.6307,1,1,1,1,1,1,0,1,1,1,Casablanca,Appartement,72.0,120.0
2.0,1.0,1.0,1.0,218.0,5,4.91,27.0,33.55908,-7.6533,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,43.6,109.0
2.0,1.0,1.0,1.0,332.0,5,5.0,3.0,33.5708,-7.6266,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,66.4,166.0
3.0,1.0,1.0,1.0,238.0,5,5.0,11.0,33.59664545286034,-7.64413827640357,1,1,1,1,1,1,1,1,1,1,Bourgogne Casablanca,Appartement en résidence,47.6,79.33333333333333
4.0,2.0,2.0,3.0,537.0,5,5.0,5.0,33.58335,-7.68255,1,1,0,0,0,0,1,0,0,1,Casablanca,Appartement,107.4,134.25
4.0,2.0,3.0,2.0,394.0,5,5.0,13.0,33.5974,-7.5885,1,1,1,1,0,1,1,1,1,1,Casablanca,Appartement,78.8,98.5
2.0,1.0,1.0,1.0,309.0,5,4.91,27.0,33.57974,-7.64983,1,1,1,1,1,1,1,0,1,1,Casablanca,Appartement,61.8,154.5
4.0,1.0,1.0,1.0,230.0,5,5.0,8.0,33.55316561529121,-7.643697516876681,1,1,1,1,1,1,1,1,0,1,Casablanca,Appartement en résidence,46.0,57.5
3.0,1.0,1.0,1.0,255.0,5,5.0,8.0,33.5966,-7.6363,1,1,1,1,1,1,0,1,1,1,Casablanca,Appartement,51.0,85.0
3.0,1.0,1.0,1.0,246.0,5,5.0,11.0,33.5965,-7.6364,1,1,1,1,1,1,0,1,1,1,Casablanca,Appartement,49.2,82.0
2.0,1.0,1.0,1.0,200.0,5,4.93,108.0,33.59547,-7.61256,1,1,1,1,0,1,1,0,0,1,Casablanca,Appartement,40.0,100.0
2.0,1.0,1.0,1.0,278.0,5,5.0,3.0,33.57074133027173,-7.625440371083003,1,1,0,0,0,0,1,0,0,1,Casablanca,Appartement,55.6,139.0
2.0,1.0,1.0,1.0,325.0,5,4.91,27.0,33.56708601196091,-7.65448011926367,1,1,1,1,0,1,1,0,1,1,Casablanca,Appartement,65.0,162.5
3.0,1.0,1.0,1.0,293.0,5,4.96,50.0,33.5933320399863,-7.643390103262386,1,1,1,0,1,1,1,1,1,1,ANFA,Appartement,58.6,97.66666666666667
2.0,1.0,1.0,1.0,339.0,5,5.0,7.0,33.56517622013958,-7.659871460361125,1,1,1,1,0,1,1,1,1,1,Casablanca,Appartement,67.8,169.5
3.0,1.0,1.0,1.0,269.0,5,5.0,14.0,33.56544941926268,-7.655028289791728,1,1,1,1,1,0,1,1,1,1,Casablanca,Appartement,53.8,89.66666666666667
6.0,3.0,3.0,1.0,316.0,5,4.83,100.0,33.5879,-7.63982,1,1,1,1,1,1,1,1,1,1,El Maarif,Appartement en résidence,63.2,52.666666666666664
3.0,1.0,3.0,1.0,293.0,5,5.0,27.0,33.5703,-7.622,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,58.6,97.66666666666667
3.0,1.0,1.0,1.0,279.0,5,4.83,6.0,33.5748,-7.6103,1,1,1,0,1,1,1,1,1,1,Casablanca,Appartement,55.8,93.0
5.0,2.0,3.0,1.0,341.0,5,4.95,86.0,33.5913,-7.5942,1,1,1,1,1,1,1,1,1,1,Belvedere,Appartement en résidence,68.2,68.2
3.0,1.0,1.0,1.0,239.0,5,4.92,13.0,33.5573,-7.62325,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,47.8,79.66666666666667
3.0,1.0,1.0,1.0,314.0,5,5.0,5.0,33.5779,-7.6476,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,62.8,104.66666666666667
2.0,1.0,1.0,1.0,310.0,5,4.74,27.0,33.5576,-7.6343,1,1,1,1,1,1,1,1,1,1,Oasis,Appartement,62.0,155.0
2.0,1.0,1.0,1.0,250.0,5,4.85,136.0,33.59463,-7.58677,1,1,1,1,1,1,1,1,1,1,Belvedere,Appartement,50.0,125.0
3.0,1.0,1.0,2.0,322.0,5,4.89,38.0,33.56497994874542,-7.626538747912709,1,1,0,1,1,1,1,1,1,1,Casablanca,Appartement,64.4,107.33333333333333
3.0,1.0,1.0,1.0,249.0,5,5.0,5.0,33.5749,-7.6104,1,1,1,0,1,1,1,1,1,1,Casablanca,Appartement,49.8,83.0
3.0,1.0,1.0,2.0,315.0,5,4.94,119.0,33.5569,-7.6333,1,1,1,1,1,1,1,1,1,1,Oasis,Appartement,63.0,105.0
6.0,2.0,2.0,1.0,273.0,5,4.9,10.0,33.5794,-7.6447,1,1,1,1,1,1,1,1,1,1,El Maarif,Appartement,54.6,45.5
2.0,1.0,1.0,1.0,258.0,5,4.91,27.0,33.5922,-7.6005,1,1,1,1,0,0,1,1,1,1,Casablanca,Appartement,51.6,129.0
6.0,3.0,3.0,1.0,318.0,5,4.9,222.0,33.59321,-7.599,0,1,1,1,1,1,0,1,1,1,Belvedere,Appartement,63.6,53.0
2.0,1.0,1.0,1.0,305.0,5,4.97,32.0,33.5763382611575,-7.650325756565161,1,1,1,1,1,0,1,1,0,1,El Maarif,Appartement,61.0,152.5
3.0,1.0,1.0,1.0,252.0,5,4.83,46.0,33.5794,-7.6293,1,1,1,1,1,1,1,1,1,1,El Maarif,Appartement,50.4,84.0
2.0,1.0,1.0,1.0,257.0,5,5.0,3.0,33.5645,-7.6261,1,1,1,1,0,1,1,0,0,1,Casablanca,Appartement,51.4,128.5
4.0,1.0,3.0,1.0,310.0,5,4.93,15.0,33.60117555403598,-7.631481433096261,1,1,1,1,1,1,1,1,1,0,Casablanca,Appartement,62.0,77.5
4.0,1.0,2.0,1.0,277.0,5,4.93,142.0,33.5934,-7.5975,1,1,1,1,1,1,0,1,1,1,Belvedere,Appartement en résidence,55.4,69.25
4.0,2.0,3.0,1.0,383.0,5,4.88,17.0,33.5956,-7.5931,1,1,1,1,1,1,1,1,1,1,Belvedere,Appartement,76.6,95.75
3.0,1.0,2.0,1.0,255.0,5,4.92,61.0,33.5782,-7.6292,1,1,1,0,1,1,1,1,1,1,El Maarif,Appartement,51.0,85.0
4.0,1.0,4.0,1.0,224.0,5,4.94,200.0,33.5659,-7.6182,1,1,1,1,1,1,0,1,1,1,El Maarif,Appartement en résidence,44.8,56.0
3.0,1.0,1.0,1.0,257.0,5,4.89,27.0,33.5942,-7.609,1,1,1,1,1,1,0,1,0,1,Casablanca,Appartement,51.4,85.66666666666667
6.0,3.0,3.0,1.0,286.0,5,5.0,15.0,33.5786,-7.6479,1,1,0,1,0,0,1,0,0,1,Casablanca,Appartement,57.2,47.666666666666664
4.0,2.0,2.0,2.0,393.0,5,4.95,19.0,33.59804,-7.61163,1,1,0,1,1,1,1,1,1,1,Casablanca,Appartement,78.6,98.25
4.0,2.0,2.0,1.0,377.0,5,5.0,8.0,33.5913,-7.63289,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,75.4,94.25
3.0,1.0,1.0,1.0,347.0,5,4.83,143.0,33.5977,-7.61373,1,1,1,1,1,0,0,1,1,1,Casablanca,Appartement,69.4,115.66666666666667
2.0,1.0,1.0,1.0,239.0,5,4.68,131.0,33.5949,-7.6005,1,1,0,1,0,1,0,0,0,1,Belvedere,Appartement,47.8,119.5
2.0,1.0,1.0,1.0,281.0,5,5.0,7.0,33.5954,-7.5978,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,56.2,140.5
3.0,1.0,1.0,1.0,267.0,5,4.86,192.0,33.5575,-7.6345,1,1,1,1,1,1,0,1,1,1,Oasis,Appartement,53.4,89.0
3.0,1.0,1.0,1.0,258.0,5,4.85,101.0,33.58181,-7.5942,1,1,1,1,1,1,0,1,1,1,Casablanca,Appartement,51.6,86.0
3.0,1.0,2.0,1.0,407.0,5,4.92,51.0,33.6035,-7.6428,1,1,1,1,1,1,1,1,1,1,ANFA,Appartement,81.4,135.66666666666666
2.0,1.0,1.0,1.0,289.0,5,4.91,27.0,33.5874,-7.6105,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,57.8,144.5
4.0,1.0,1.0,1.0,333.0,5,4.93,111.0,33.5606,-7.6433,1,1,1,1,1,0,1,0,1,1,Oasis,Appartement en résidence,66.6,83.25
4.0,1.0,2.0,1.0,275.0,5,4.93,14.0,33.59322341509749,-7.600256078127248,1,1,1,1,1,1,1,1,0,1,Casablanca,Appartement,55.0,68.75
3.0,1.0,1.0,2.0,316.0,5,4.86,72.0,33.5688,-7.6622,1,1,1,1,0,0,1,0,1,1,Casablanca,Appartement en résidence,63.2,105.33333333333333
2.0,1.0,1.0,1.0,223.0,5,4.78,81.0,33.55557,-7.62474,1,1,1,1,1,1,1,1,0,1,El Maarif,Appartement,44.6,111.5
2.0,1.0,1.0,1.0,411.0,5,5.0,13.0,33.6078,-7.6213,1,1,1,1,1,1,1,1,1,0,Casablanca,Appartement,82.2,205.5
5.0,2.0,3.0,3.0,408.0,5,5.0,8.0,33.5664,-7.6583,1,1,1,1,1,1,1,1,0,1,Casablanca,Appartement en résidence,81.6,81.6
4.0,1.0,1.0,1.0,293.0,5,5.0,5.0,33.5732,-7.6377,1,1,1,0,1,1,1,1,0,1,Casablanca,Appartement,58.6,73.25
3.0,1.0,1.0,1.0,251.0,5,4.91,27.0,33.56067,-7.63149,1,1,1,1,0,1,1,1,1,1,Casablanca,Appartement,50.2,83.66666666666667
3.0,1.0,1.0,1.0,294.0,5,5.0,14.0,33.5817,-7.6297,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,58.8,98.0
6.0,3.0,3.0,1.0,296.0,5,4.95,22.0,33.5876,-7.6285,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,59.2,49.333333333333336
2.0,1.0,1.0,1.0,247.0,5,4.91,27.0,33.5715,-7.6217,1,1,0,0,0,0,1,0,0,1,Casablanca,Appartement,49.4,123.5
3.0,1.0,1.0,1.0,356.0,5,4.98,45.0,33.6035,-7.6451,1,1,1,1,1,1,0,1,1,1,ANFA,Appartement,71.2,118.66666666666667
3.0,1.0,1.0,1.0,356.0,5,4.98,45.0,33.6035,-7.6451,1,1,1,1,1,1,0,1,1,1,ANFA,Appartement,71.2,118.66666666666667
3.0,1.0,1.0,1.0,278.0,5,4.91,27.0,33.5618,-7.6322,1,1,0,0,0,0,1,0,0,1,Casablanca,Appartement,55.6,92.66666666666667
6.0,3.0,3.0,1.0,296.0,5,4.95,22.0,33.5876,-7.6285,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,59.2,49.333333333333336
3.0,1.0,1.0,2.0,316.0,5,4.86,72.0,33.5688,-7.6622,1,1,1,1,0,0,1,0,1,1,Casablanca,Appartement en résidence,63.2,105.33333333333333
2.0,1.0,1.0,1.0,247.0,5,4.91,27.0,33.5715,-7.6217,1,1,0,0,0,0,1,0,0,1,Casablanca,Appartement,49.4,123.5
2.0,1.0,1.0,1.0,374.0,5,4.97,38.0,33.57083285969372,-7.653248193529388,1,1,1,1,0,1,1,0,0,0,Casablanca,Appartement,74.8,187.0
4.0,1.0,1.0,1.0,530.0,5,4.97,32.0,33.5893,-7.6794,1,1,1,1,1,1,1,0,1,1,ANFA,Appartement,106.0,132.5
3.0,1.0,1.0,1.0,294.0,5,5.0,14.0,33.5817,-7.6297,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,58.8,98.0
4.0,1.0,1.0,1.0,333.0,5,4.93,111.0,33.5606,-7.6433,1,1,1,1,1,0,1,0,1,1,Oasis,Appartement en résidence,66.6,83.25
5.0,2.0,3.0,3.0,408.0,5,5.0,8.0,33.5664,-7.6583,1,1,1,1,1,1,1,1,0,1,Casablanca,Appartement en résidence,81.6,81.6
2.0,1.0,1.0,1.0,305.0,5,4.97,32.0,33.5763382611575,-7.650325756565161,1,1,1,1,1,0,1,1,0,1,El Maarif,Appartement,61.0,152.5
2.0,1.0,1.0,1.0,411.0,5,5.0,13.0,33.6078,-7.6213,1,1,1,1,1,1,1,1,1,0,Casablanca,Appartement,82.2,205.5
2.0,1.0,1.0,1.0,325.0,5,4.91,27.0,33.56708601196091,-7.65448011926367,1,1,1,1,0,1,1,0,1,1,Casablanca,Appartement,65.0,162.5
2.0,1.0,1.0,1.0,339.0,5,5.0,7.0,33.56517622013958,-7.659871460361125,1,1,1,1,0,1,1,1,1,1,Casablanca,Appartement,67.8,169.5
3.0,1.0,2.0,1.0,315.0,5,5.0,10.0,33.5703,-7.6221,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement,63.0,105.0
4.0,2.0,2.0,2.0,432.0,5,4.88,8.0,33.5843,-7.645,1,1,1,1,0,1,1,1,0,1,Casablanca,Appartement,86.4,108.0
2.0,1.0,1.0,1.0,439.0,5,5.0,3.0,33.58733043324714,-7.679238543731539,1,1,1,0,1,1,1,1,0,1,Casablanca,Appartement,87.8,219.5
4.0,1.0,1.0,1.0,251.0,5,4.91,27.0,33.56728327473393,-7.618225376191953,1,1,1,1,1,1,1,1,1,1,Casablanca,Appartement en résidence,50.2,62.75
2.0,1.0,1.0,1.0,439.0,5,5.0,3.0,33.58733043324714,-7.679238543731539,1,1,1,0,1,1,1,1,0,1,Casablanca,Appartement,87.8,219.5
4.0,1.0,1.0,1.0,530.0,5,4.97,32.0,33.5893,-7.6794,1,1,1,1,1,1,1,0,1,1,ANFA,Appartement,106.0,132.5
2.0,1.0,1.0,1.0,411.0,5,5.0,13.0,33.6078,-7.6213,1,1,1,1,1,1,1,1,1,0,Casablanca,Appartement,82.2,205.5
